,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3,RI:ICD3,RI:ICD3,RI,RI,RI,RI,RI,RI,RI,RI,RI
Device,Prog/Data BPs,Data BP Access,ANDed BPs,Sequenced BPs,Range BPs,Table R/W BPs,Pass Count,Break - Clk Sw,Break - Sleep,Break - Stack,Break - WDT,Stopwatch,Debug Reads,Stack Snapshot,PKOB Support,Runtime BPs,SW BPs,App IO,Data Capture,Realtime Watch,Native Trace,Port Trace,SPI Trace,Inst Trace,Jump Trace,PC Sampling,FLP,
dsPIC33EP128GM310,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP128GM604,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP128GM706,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP128GM710,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP128GP502,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP128GP504,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP128GP506,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP128GS702,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP128GS704,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP128GS705,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP128GS706,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP128GS708,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP128GS804,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP128GS805,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP128GS806,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP128GS808,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP128MC202,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP128MC204,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP128MC206,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP128MC502,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP128MC504,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP128MC506,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP16GS202,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP16GS502,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP16GS504,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP16GS505,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP16GS506,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP256GM304,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP256GM306,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP256GM310,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP256GM604,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP256GM706,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP256GM710,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP256GP502,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP256GP504,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP256GP506,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP256MC202,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP256MC204,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP256MC206,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP256MC502,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP256MC504,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP256MC506,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP256MU806,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP256MU810,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP256MU814,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP32GP502,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP32GP503,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP32GP504,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP32GS202,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP32GS502,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP32GS504,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP32GS505,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP32GS506,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,No,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP32MC202,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP32MC203,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP32MC204,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP32MC502,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP32MC503,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP32MC504,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP512GM304,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP512GM306,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP512GM310,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP512GM604,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP512GM706,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP512GM710,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP512GP502,2 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP512GP504,2 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP512GP506,2 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP512GP806,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP512MC202,2 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP512MC204,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP512MC206,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP512MC502,2 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP512MC504,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP512MC506,4 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
dsPIC33EP512MC806,8 Total,R/W,2:RI-2:ICD3-0:PK3,2/5:RI-2/5:ICD3-No:PK3,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes:RI-Yes:ICD3-N/A:PK3,N/A,Yes,Yes,N/A,Yes:RI-No:ICD3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,
